square_id,total_internet
311,42488.117
312,35290.992
313,35567.85
314,33114.066
315,33837.258
316,32548.018
317,32421.104
318,33148.42
319,35103.92
320,37936.516
321,41555.64
322,51542.973
323,59679.234
324,59739.812
325,62982.08
326,67959.695
327,68078.0
328,68078.0
329,68078.0
330,68078.0
331,68073.78
332,68062.32
333,68050.555
334,68055.38
335,68069.41
336,68064.55
337,104710.21
338,169629.53
339,175978.06
340,164743.88
341,176182.66
342,161847.69
343,109578.625
344,99300.266
345,140371.12
346,526703.75
347,893693.2
348,288666.22
349,299920.94
350,296787.66
351,254283.17
352,211875.6
353,218250.38
354,206793.02
355,205147.89
356,182037.16
357,145753.86
358,86571.15
359,81299.22
360,88360.02
361,85443.03
362,78980.875
363,56694.438
364,113412.95
365,135166.84
366,137591.53
367,155684.52
368,191542.31
369,197251.98
370,197251.98
371,165246.36
372,132453.7
373,122609.5
374,122623.414
375,122623.414
376,122617.0
377,70281.086
378,122623.414
379,122012.1
380,98102.38
381,33408.75
382,27362.049
383,30312.846
384,50982.656
385,77183.23
386,38378.72
387,29844.465
388,33136.637
389,56842.098
390,29564.121
391,29152.975
392,38245.582
393,50516.906
394,50639.934
395,56024.285
396,118944.125
397,119192.08
398,115769.164
399,101625.06
400,85372.74
401,37741.59
402,52960.445
403,67289.53
404,67975.516
405,63158.625
406,80425.59
407,76868.35
408,71952.54
409,57478.938
410,41513.25
411,37401.957
412,35417.43
413,35417.43
414,35416.438
415,34647.434
416,33691.023
417,36007.21
418,40816.965
419,42151.945
420,42151.945
421,47895.918
422,59554.77
423,60132.51
424,65643.57
425,68078.0
426,68078.0
427,68078.0
428,68078.0
429,68078.0
430,68078.0
431,68077.516
432,63299.5
433,68736.84
434,68054.62
435,68076.414
436,73025.914
437,159659.08
438,175963.81
439,175965.39
440,175963.16
441,176402.4
442,179374.34
443,141513.73
444,115564.78
445,145774.72
446,205773.75
447,305751.3
448,437564.53
449,290951.7
450,250564.84
451,209389.16
452,223013.66
453,210691.27
454,205147.89
455,205147.89
456,173294.14
457,167047.12
458,152367.14
459,95851.3
460,94422.625
461,94729.4
462,86980.29
463,83346.11
464,127002.09
465,134728.8
466,158230.34
467,158387.98
468,129865.87
469,153073.64
470,161797.17
471,131363.19
472,104685.87
473,109015.31
474,116192.984
475,114368.44
476,108972.26
477,101016.73
478,103620.055
479,109626.69
480,81724.01
481,27360.592
482,27362.049
483,56316.426
484,78399.99
485,63340.27
486,29893.113
487,29893.113
488,29893.113
489,29893.113
490,29893.113
491,29891.494
492,28217.95
493,34475.496
494,46655.258
495,47602.12
496,71755.305
497,71701.81
498,62254.56
499,58845.473
500,58854.117
501,36997.5
502,36997.5
503,36997.5
504,36997.5
505,36997.5
506,36997.5
507,36791.54
508,35742.14
509,35662.19
510,35662.19
511,35598.78
512,37018.58
513,35839.336
514,35374.047
515,35087.36
516,34449.867
517,41746.7
518,42151.945
519,42151.945
520,42811.3
521,54432.13
522,61796.97
523,66909.39
524,68052.57
525,68065.44
526,68071.86
527,68077.92
528,68078.0
529,68078.0
530,68078.0
531,68076.96
532,68050.555
533,71804.88
534,74423.47
535,59755.9
536,110368.47
537,173891.97
538,175955.17
539,175953.17
540,175954.58
541,176162.75
542,175547.72
543,158967.77
544,173997.94
545,150776.11
546,213439.25
547,289095.0
548,291971.97
549,221876.98
550,217446.38
551,222440.0
552,209597.6
553,205147.89
554,205147.89
555,198849.08
556,169346.4
557,168569.89
558,186814.25
559,231887.12
560,169811.33
561,115754.64
562,83269.58
563,88760.56
564,134485.7
565,155858.52
566,169060.02
567,134658.53
568,120681.625
569,119715.9
570,123206.82
571,104557.125
572,93909.59
573,85697.94
574,83240.625
575,87763.09
576,97297.53
577,97663.555
578,98030.266
579,96923.375
580,193521.67
581,27784.145
582,50139.48
583,76935.08
584,80037.14
585,37451.07
586,29893.113
587,29893.113
588,29893.113
589,29893.113
590,29893.113
591,29403.783
592,26034.832
593,25084.994
594,31593.674
595,43853.89
596,45112.54
597,51929.402
598,58794.805
599,58798.996
600,58820.703
601,36997.5
602,36997.5
603,36997.5
604,36997.5
605,36997.5
606,36997.5
607,37193.766
608,35944.805
609,35662.19
610,35662.19
611,35626.695
612,52589.305
613,35776.56
614,35107.312
615,35032.668
616,34606.402
617,40813.61
618,42151.945
619,42151.945
620,54703.508
621,63704.953
622,68050.555
623,68050.555
624,68050.555
625,68050.555
626,68050.555
627,68062.56
628,68076.23
629,68078.0
630,68074.78
631,68069.164
632,68056.27
633,68051.125
634,74948.59
635,74132.83
636,146067.5
637,164155.39
638,176037.72
639,175953.17
640,175953.17
641,177419.9
642,166372.72
643,136394.72
644,193054.44
645,195643.25
646,264632.06
647,302674.9
648,288730.4
649,263397.34
650,405137.88
651,278781.16
652,205550.28
653,205427.25
654,205356.75
655,207037.95
656,176156.8
657,176021.84
658,189109.86
659,247185.1
660,248223.66
661,195832.52
662,84939.75
663,87655.39
664,172314.23
665,184235.89
666,207387.19
667,126886.11
668,123126.33
669,107330.445
670,101606.164
671,93666.14
672,83456.91
673,83456.91
674,83456.91
675,83456.91
676,88190.59
677,98399.83
678,95586.586
679,71685.59
680,63862.73
681,86160.984
682,77820.28
683,80528.16
684,73967.84
685,30128.332
686,29893.113
687,29893.113
688,29893.113
689,29893.113
690,29893.113
691,27528.072
692,24956.752
693,24956.752
694,40269.066
695,55207.38
696,29790.123
697,48438.0
698,58794.805
699,58794.805
700,58771.71
701,36997.5
702,37357.465
703,36997.5
704,36997.5
705,36997.5
706,36997.5
707,37028.594
708,36269.254
709,35637.605
710,35477.906
711,35307.875
712,119111.875
713,63551.992
714,35298.59
715,35560.562
716,35046.367
717,38106.914
718,42177.113
719,47389.723
720,65531.016
721,68050.555
722,68050.555
723,68050.555
724,68050.555
725,68053.67
726,68053.11
727,68050.555
728,68053.67
729,68063.35
730,68052.41
731,68052.44
732,68053.18
733,68050.555
734,68345.16
735,124281.94
736,175338.08
737,175953.17
738,175953.17
739,175953.17
740,175953.17
741,176077.88
742,189250.56
743,198176.88
744,243535.2
745,246201.5
746,254592.28
747,296524.38
748,297048.53
749,320809.4
750,634273.44
751,700211.25
752,596784.1
753,392626.03
754,409393.38
755,485106.9
756,297839.25
757,243358.55
758,284375.34
759,206751.89
760,236599.56
761,262101.86
762,113313.94
763,107561.414
764,190551.11
765,355983.0
766,594277.06
767,526012.4
768,274440.25
769,237305.86
770,324488.75
771,178782.28
772,83456.91
773,83456.91
774,83456.91
775,83456.91
776,91815.62
777,81228.88
778,65921.76
779,64531.16
780,73615.2
781,113339.34
782,112169.89
783,89386.09
784,63818.805
785,29893.113
786,29893.113
787,29828.914
788,29847.719
789,29893.113
790,29882.209
791,26574.816
792,24956.752
793,24364.05
794,68706.32
795,81250.805
796,33893.97
797,54602.574
798,70067.51
799,58794.805
800,58745.72
801,37504.23
802,36809.047
803,37021.7
804,37017.855
805,36997.5
806,37195.434
807,37454.605
808,38042.4
809,35353.56
810,35277.438
811,35277.438
812,35277.438
813,35507.164
814,28982.51
815,22453.29
816,35074.387
817,37104.508
818,43494.55
819,59578.973
820,68001.62
821,68050.555
822,68050.555
823,68050.555
824,68051.164
825,68080.81
826,68069.72
827,68061.305
828,68052.24
829,68050.555
830,68265.99
831,76255.72
832,68050.555
833,68050.555
834,83677.39
835,161842.6
836,175621.95
837,175953.17
838,175953.17
839,175953.17
840,175953.17
841,179886.25
842,190119.69
843,186013.1
844,199553.1
845,269661.16
846,290209.25
847,381430.88
848,351665.66
849,514426.2
850,728939.0
851,975096.4
852,847163.0
853,682778.8
854,524011.16
855,501607.38
856,472974.66
857,356213.47
858,296280.8
859,112623.414
860,116737.77
861,149937.62
862,140574.03
863,129094.49
864,297996.2
865,622418.7
866,624053.9
867,507947.25
868,409810.8
869,354696.4
870,354696.4
871,150895.0
872,83456.91
873,83456.91
874,83456.91
875,83456.91
876,196597.47
877,64671.66
878,64531.16
879,68584.3
880,74105.766
881,87340.39
882,108533.25
883,108234.86
884,52195.484
885,29893.113
886,29893.113
887,29550.021
888,29567.463
889,29893.113
890,29436.475
891,25359.373
892,24956.752
893,41664.594
894,66587.484
895,81249.53
896,95674.04
897,170202.4
898,181356.69
899,128635.33
900,80881.51
901,36997.5
902,36997.5
903,37065.24
904,37386.82
905,37320.562
906,38134.668
907,39549.65
908,38923.28
909,35277.438
910,35301.46
911,35289.445
912,36825.48
913,36822.07
914,39775.492
915,39554.1
916,35094.6
917,35201.586
918,41571.71
919,57001.35
920,67361.09
921,68050.555
922,68050.555
923,68011.95
924,67656.95
925,67714.79
926,67698.88
927,67870.36
928,68097.84
929,67539.78
930,68050.555
931,87951.56
932,68050.555
933,86460.32
934,145084.61
935,174890.6
936,175953.17
937,175953.17
938,175953.17
939,175953.17
940,163995.75
941,191881.44
942,192703.86
943,191751.92
944,192954.61
945,211895.5
946,301303.78
947,317030.7
948,341008.75
949,379825.62
950,621236.0
951,1097205.8
952,992458.1
953,756261.8
954,655268.9
955,632686.2
956,583367.5
957,394671.84
958,324348.4
959,109083.88
960,121439.414
961,139078.66
962,147264.9
963,252946.9
964,434339.4
965,467829.53
966,433716.4
967,419953.44
968,402970.22
969,354395.1
970,356998.5
971,144804.31
972,83436.3
973,83456.91
974,83456.91
975,94436.22
976,145468.05
977,64531.16
978,66779.78
979,73838.23
980,74341.93
981,74864.5
982,76108.24
983,88340.195
984,53320.523
985,29799.4
986,29893.113
987,29893.113
988,29893.113
989,29893.113
990,28613.293
991,24956.752
992,24471.691
993,21863.0
994,21566.377
995,26627.941
996,116906.61
997,204861.89
998,213433.78
999,213203.53
1000,204672.86
1001,36997.5
1002,36722.094
1003,36089.27
1004,38537.734
1005,30135.23
1006,31656.186
1007,25110.36
1008,51928.848
1009,39743.633
1010,41001.09
1011,41641.035
1012,43357.18
1013,42672.01
1014,40591.184
1015,40259.88
1016,34883.227
1017,35249.375
1018,37199.87
1019,36775.902
1020,39911.68
1021,45192.977
1022,43126.85
1023,36251.465
1024,201758.4
1025,28599.732
1026,28599.732
1027,32393.895
1028,40541.043
1029,46162.008
1030,45000.84
1031,61783.535
1032,64383.9
1033,89764.54
1034,169466.94
1035,175953.17
1036,175953.17
1037,175953.17
1038,175953.17
1039,175953.17
1040,187674.7
1041,192703.86
1042,192703.86
1043,189746.23
1044,178674.58
1045,228003.53
1046,312851.56
1047,417359.9
1048,349997.16
1049,350052.7
1050,471796.44
1051,1146964.8
1052,1081899.8
1053,880734.1
1054,565264.1
1055,597369.75
1056,520967.53
1057,405189.28
1058,411673.8
1059,210376.16
1060,134929.8
1061,144194.1
1062,146552.7
1063,297467.53
1064,429772.56
1065,402855.7
1066,402743.06
1067,332471.16
1068,290404.03
1069,316737.47
1070,447140.44
1071,433093.56
1072,108081.945
1073,92776.234
1074,94897.984
1075,308764.7
1076,102204.336
1077,65287.03
1078,72869.53
1079,74815.914
1080,74864.086
1081,74864.5
1082,74965.13
1083,76340.93
1084,69385.43
1085,30071.695
1086,29894.37
1087,29893.113
1088,29893.113
1089,29909.992
1090,27641.27
1091,24956.752
1092,39504.902
1093,21571.143
1094,21562.732
1095,21571.143
1096,85169.55
1097,204861.89
1098,213427.17
1099,199796.61
1100,213433.78
1101,37156.543
1102,37529.28
1103,37200.17
1104,39351.59
1105,36323.445
1106,23282.992
1107,12964.484
1108,38905.26
1109,44337.227
1110,44951.477
1111,45067.977
1112,45592.668
1113,45658.965
1114,44355.16
1115,41003.047
1116,40274.78
1117,37519.43
1118,32303.637
1119,36775.902
1120,36780.832
1121,33393.63
1122,28512.695
1123,28512.695
1124,28513.016
1125,28530.527
1126,28554.34
1127,28633.488
1128,27446.078
1129,21446.428
1130,32531.396
1131,202062.56
1132,29393.553
1133,57617.24
1134,173252.73
1135,170010.39
1136,175953.17
1137,175953.17
1138,175953.17
1139,177605.1
1140,192354.52
1141,192703.86
1142,188088.0
1143,167927.62
1144,145257.33
1145,148873.4
1146,502043.3
1147,941199.5
1148,351985.6
1149,350052.7
1150,836077.94
1151,1374929.4
1152,1038993.7
1153,502822.7
1154,339619.47
1155,331417.53
1156,333429.5
1157,387916.56
1158,406300.4
1159,349315.47
1160,170774.6
1161,147264.9
1162,147264.9
1163,222105.11
1164,423299.06
1165,417245.0
1166,294684.75
1167,290522.88
1168,290522.88
1169,297793.38
1170,450333.47
1171,390521.56
1172,100926.06
1173,101943.24
1174,101284.69
1175,97796.38
1176,73173.03
1177,71583.18
1178,74840.5
1179,74864.5
1180,74864.5
1181,74899.6
1182,77603.84
1183,78840.21
1184,78334.98
1185,66194.875
1186,36679.418
1187,30535.602
1188,29893.113
1189,30289.773
1190,27168.562
1191,62429.57
1192,75067.05
1193,24206.414
1194,21569.48
1195,21571.143
1196,81010.81
1197,212977.81
1198,213433.78
1199,213413.98
1200,213785.8
1201,36997.5
1202,37621.51
1203,38392.344
1204,42780.11
1205,46209.438
1206,19986.584
1207,5362.0537
1208,35897.71
1209,45658.965
1210,44886.793
1211,48695.363
1212,63534.58
1213,45658.965
1214,45658.965
1215,44005.406
1216,40022.586
1217,34831.117
1218,33378.78
1219,36524.785
1220,36859.79
1221,36360.227
1222,28567.465
1223,28517.807
1224,28513.307
1225,28512.695
1226,28512.695
1227,28682.44
1228,29950.385
1229,28297.87
1230,65580.11
1231,28512.695
1232,28512.695
1233,46111.98
1234,116806.82
1235,175204.11
1236,175953.17
1237,175953.17
1238,175953.17
1239,177652.98
1240,187677.97
1241,159134.38
1242,146266.23
1243,140957.73
1244,140946.92
1245,140992.92
1246,740017.5
1247,1008318.3
1248,449594.16
1249,382565.1
1250,1404636.2
1251,1798129.2
1252,414247.12
1253,410476.5
1254,529273.6
1255,332836.88
1256,324452.25
1257,342421.75
1258,377595.3
1259,465691.1
1260,601275.5
1261,111843.8
1262,106014.164
1263,124493.26
1264,258711.55
1265,296438.7
1266,288805.62
1267,290522.88
1268,290522.88
1269,290522.88
1270,330198.25
1271,150116.73
1272,121020.49
1273,103488.82
1274,97810.48
1275,97990.7
1276,84654.79
1277,74864.5
1278,74864.5
1279,74864.5
1280,78197.33
1281,76200.46
1282,82071.77
1283,86476.766
1284,92719.71
1285,201549.52
1286,193357.28
1287,122587.01
1288,44169.273
1289,30097.941
1290,46885.523
1291,85668.21
1292,84927.195
1293,52018.703
1294,21571.143
1295,21571.143
1296,42527.4
1297,213433.78
1298,213433.78
1299,213422.23
1300,223517.95
1301,36997.5
1302,37188.246
1303,42474.996
1304,45586.51
1305,45658.965
1306,34262.383
1307,15616.037
1308,41275.51
1309,45658.965
1310,29859.326
1311,56894.96
1312,45658.965
1313,45658.965
1314,45658.965
1315,45658.965
1316,37341.277
1317,33863.27
1318,34130.766
1319,37342.64
1320,36862.945
1321,36829.42
1322,29258.932
1323,28599.732
1324,28590.496
1325,28556.21
1326,28522.111
1327,29013.066
1328,29158.926
1329,30283.48
1330,28512.695
1331,28512.695
1332,28395.4
1333,54758.53
1334,60230.508
1335,102227.01
1336,175148.81
1337,175953.17
1338,183138.53
1339,233291.69
1340,248051.75
1341,174057.45
1342,140957.73
1343,140957.73
1344,141992.3
1345,194877.48
1346,834577.0
1347,775741.5
1348,463032.0
1349,485828.38
1350,493613.9
1351,530532.1
1352,310376.4
1353,344275.44
1354,401262.44
1355,262145.5
1356,250443.6
1357,230099.4
1358,207287.53
1359,190278.56
1360,90410.47
1361,52396.812
1362,70245.9
1363,85874.305
1364,242286.75
1365,292255.7
1366,280744.97
1367,290522.88
1368,290522.88
1369,290522.88
1370,283384.6
1371,132939.17
1372,123592.66
1373,122432.42
1374,117794.14
1375,103026.84
1376,117489.375
1377,102741.06
1378,72796.125
1379,71423.72
1380,71171.766
1381,71835.71
1382,110098.9
1383,119474.9
1384,145482.23
1385,201800.08
1386,211674.47
1387,212010.19
1388,201988.11
1389,96276.66
1390,85399.47
1391,86638.55
1392,85718.94
1393,82708.68
1394,52450.367
1395,113955.42
1396,244256.66
1397,259171.22
1398,226829.33
1399,241866.44
1400,295355.3
1401,37777.254
1402,44221.44
1403,38911.6
1404,44579.332
1405,45658.965
1406,40787.094
1407,37644.36
1408,45658.965
1409,45658.965
1410,45658.965
1411,60116.83
1412,45658.965
1413,45658.965
1414,45637.926
1415,46564.76
1416,34286.3
1417,40250.9
1418,49323.08
1419,45970.035
1420,35038.125
1421,37233.293
1422,31575.246
1423,28881.256
1424,28888.88
1425,28972.863
1426,28852.0
1427,29149.803
1428,29074.797
1429,28845.742
1430,28885.824
1431,28483.799
1432,26876.156
1433,26754.95
1434,84659.19
1435,60316.375
1436,120327.66
1437,158380.0
1438,162941.1
1439,273852.5
1440,323026.1
1441,234372.67
1442,168350.8
1443,230437.33
1444,302423.8
1445,345415.38
1446,347979.12
1447,409458.8
1448,336754.88
1449,368764.44
1450,372436.78
1451,379427.6
1452,531916.0
1453,451777.2
1454,420228.22
1455,305998.0
1456,248874.9
1457,231745.38
1458,224848.34
1459,209115.77
1460,92120.47
1461,42970.914
1462,52656.773
1463,65612.14
1464,112362.586
1465,285553.44
1466,290469.56
1467,290470.22
1468,290470.22
1469,290470.22
1470,290470.22
1471,178212.94
1472,123257.3
1473,124703.86
1474,133289.47
1475,113041.1
1476,133736.78
1477,136369.5
1478,125762.78
1479,88090.98
1480,70853.42
1481,80517.55
1482,96553.016
1483,116944.695
1484,128380.16
1485,190817.67
1486,208781.6
1487,211797.25
1488,212406.8
1489,214458.33
1490,101658.65
1491,172340.1
1492,220935.56
1493,203928.14
1494,244804.17
1495,325245.5
1496,327396.7
1497,327396.7
1498,320388.84
1499,298991.84
1500,298562.66
1501,42566.465
1502,45658.965
1503,41424.867
1504,44107.13
1505,45658.965
1506,63062.97
1507,58293.92
1508,45658.965
1509,45658.965
1510,45658.965
1511,56840.566
1512,45658.965
1513,45658.965
1514,47677.246
1515,48071.984
1516,47030.57
1517,49990.242
1518,50153.28
1519,47679.195
1520,39858.355
1521,37508.23
1522,32707.182
1523,29246.2
1524,29246.2
1525,29246.2
1526,29246.2
1527,29238.068
1528,29175.871
1529,29159.162
1530,29159.162
1531,27902.63
1532,26754.95
1533,36091.516
1534,13067.917
1535,73636.35
1536,61758.85
1537,141356.42
1538,152195.16
1539,95844.47
1540,234081.34
1541,223909.2
1542,132897.83
1543,134403.83
1544,244635.42
1545,343395.7
1546,347920.44
1547,389460.6
1548,359788.66
1549,338235.9
1550,332548.75
1551,410137.12
1552,624165.75
1553,548406.4
1554,473215.6
1555,584296.2
1556,331692.62
1557,234468.1
1558,233377.08
1559,216786.3
1560,51985.85
1561,42949.72
1562,43123.902
1563,43511.297
1564,55077.324
1565,144446.5
1566,262525.66
1567,237734.02
1568,211978.22
1569,210950.25
1570,198733.42
1571,179182.66
1572,133445.0
1573,135664.72
1574,130781.555
1575,130349.266
1576,136369.5
1577,136369.5
1578,136369.5
1579,131112.05
1580,96597.39
1581,87481.21
1582,84782.75
1583,334226.7
1584,551699.0
1585,362689.12
1586,252789.72
1587,239535.2
1588,252862.0
1589,328773.03
1590,314605.38
1591,333725.1
1592,333412.66
1593,333537.16
1594,317681.34
1595,317340.2
1596,327396.7
1597,327021.88
1598,263248.47
1599,267925.4
1600,244881.12
1601,44891.582
1602,45658.965
1603,45658.965
1604,45658.965
1605,45014.23
1606,42746.504
1607,44035.69
1608,45658.965
1609,45658.965
1610,57760.918
1611,61445.9
1612,68739.55
1613,58110.023
1614,49674.805
1615,196869.69
1616,50153.28
1617,50115.316
1618,50060.586
1619,50153.28
1620,43579.86
1621,37069.453
1622,38307.04
1623,29246.2
1624,29246.2
1625,29246.2
1626,29675.094
1627,92673.164
1628,28129.703
1629,33382.395
1630,30521.898
1631,26880.84
1632,26754.95
1633,62925.766
1634,27989.996
1635,26754.95
1636,83426.81
1637,211911.64
1638,218485.05
1639,185795.06
1640,139850.66
1641,494130.94
1642,198197.75
1643,132727.67
1644,132703.39
1645,168481.1
1646,419557.4
1647,487157.34
1648,434288.34
1649,343480.6
1650,271924.88
1651,327278.7
1652,634802.8
1653,616385.25
1654,707397.1
1655,754366.2
1656,715287.75
1657,359393.1
1658,234058.73
1659,199170.52
1660,53698.37
1661,43066.277
1662,43140.492
1663,43140.492
1664,43140.492
1665,43496.152
1666,124869.96
1667,129853.67
1668,125757.64
1669,139914.4
1670,134437.44
1671,133440.58
1672,138768.25
1673,139388.0
1674,139544.78
1675,138255.14
1676,136369.5
1677,136369.5
1678,136369.5
1679,134464.6
1680,116899.875
1681,86509.66
1682,84377.664
1683,344792.3
1684,580568.5
1685,382622.88
1686,260635.6
1687,278002.06
1688,343559.56
1689,357603.78
1690,355175.06
1691,333578.7
1692,333888.78
1693,333576.94
1694,404149.8
1695,416896.66
1696,479325.9
1697,469778.4
1698,194340.67
1699,176862.16
1700,187317.5
1701,40142.273
1702,44960.152
1703,43536.4
1704,45357.367
1705,44163.8
1706,45556.336
1707,45614.27
1708,45658.965
1709,58474.26
1710,80001.695
1711,69323.734
1712,80030.36
1713,82836.12
1714,101013.84
1715,157505.4
1716,63712.984
1717,48161.566
1718,53867.953
1719,50153.28
1720,42315.395
1721,37282.152
1722,33408.3
1723,29246.2
1724,27996.727
1725,41526.94
1726,32520.863
1727,51040.66
1728,37780.223
1729,37152.66
1730,36315.523
1731,32109.246
1732,26766.928
1733,26754.95
1734,26754.95
1735,51551.55
1736,166377.5
1737,218485.05
1738,218485.05
1739,218485.05
1740,147216.88
1741,357504.97
1742,463755.78
1743,155989.36
1744,132693.11
1745,132700.92
1746,254692.16
1747,487157.34
1748,501356.72
1749,343480.6
1750,268324.97
1751,253194.47
1752,536762.1
1753,541173.75
1754,638532.06
1755,754166.75
1756,753085.44
1757,669664.9
1758,279074.28
1759,138903.77
1760,42970.875
1761,43134.83
1762,43140.492
1763,43140.492
1764,43140.492
1765,43135.453
1766,125013.86
1767,129925.81
1768,129726.42
1769,129904.53
1770,131065.555
1771,137439.83
1772,142324.9
1773,137885.97
1774,135143.5
1775,138255.14
1776,136369.5
1777,136336.12
1778,135996.03
1779,136070.7
1780,135961.95
1781,123756.0
1782,150671.19
1783,380892.75
1784,414747.47
1785,383130.8
1786,286371.38
1787,337284.2
1788,359423.6
1789,357603.78
1790,357603.78
1791,356082.16
1792,335306.3
1793,332974.62
1794,464925.72
1795,491917.75
1796,495132.16
1797,509551.7
1798,237669.8
1799,63017.61
1800,19961.756
1801,26914.285
1802,43511.805
1803,43134.97
1804,41947.91
1805,43142.29
1806,45347.35
1807,42867.844
1808,48748.445
1809,75578.56
1810,80030.36
1811,85697.98
1812,101704.05
1813,107755.79
1814,116983.8
1815,126657.97
1816,101729.77
1817,50153.28
1818,50153.28
1819,50153.28
1820,43544.785
1821,35397.117
1822,32509.127
1823,28027.82
1824,28132.045
1825,56490.484
1826,36074.55
1827,37152.66
1828,37152.66
1829,37152.66
1830,35560.84
1831,31216.836
1832,27198.709
1833,26786.812
1834,26754.95
1835,56307.42
1836,194838.5
1837,218485.05
1838,218485.05
1839,218485.05
1840,216443.48
1841,291903.6
1842,507852.28
1843,356394.78
1844,136128.34
1845,132693.11
1846,245277.56
1847,751618.4
1848,890686.44
1849,712708.0
1850,321406.44
1851,296542.4
1852,456023.6
1853,475569.75
1854,495130.88
1855,716109.56
1856,745404.75
1857,642432.44
1858,212782.22
1859,102464.695
1860,43023.723
1861,43140.492
1862,43140.492
1863,43140.492
1864,43140.492
1865,43136.586
1866,125013.86
1867,129912.875
1868,129934.15
1869,129934.15
1870,132187.84
1871,140501.53
