time,sq_5161,sq_5059,sq_5259,sq_4159,sq_4556,city_total,rows_in_interval
2013-11-01 03:50:00+01:00,135.88809,340.5721,881.8939,168.97226,369.97983,374927.22,19137
2013-11-01 04:00:00+01:00,116.53696,369.6455,1009.5594,164.46248,388.4384,374775.03,19697
2013-11-01 04:10:00+01:00,111.60562,374.79926,844.2331,159.40231,471.39313,370093.8,19127
2013-11-01 04:20:00+01:00,130.75717,319.53137,676.7103,169.21748,528.7848,359436.72,18889
2013-11-01 04:30:00+01:00,104.88003,333.404,604.2097,149.31512,341.87155,354580.28,19075
2013-11-01 04:40:00+01:00,123.733635,423.83398,532.70764,168.92844,313.73407,354222.12,19493
2013-11-01 04:50:00+01:00,133.82503,390.14297,388.7338,155.45425,322.86746,345019.9,18762
2013-11-01 05:00:00+01:00,115.54979,359.74017,377.35846,155.57454,267.07254,340967.3,20597
2013-11-01 05:10:00+01:00,144.48619,537.68176,354.4374,199.38121,289.00076,339947.2,20264
2013-11-01 05:20:00+01:00,169.00014,393.09274,282.06012,148.11186,272.84384,334975.9,19788
2013-11-01 05:30:00+01:00,107.0077,310.2972,329.75964,144.12645,258.1528,338815.94,19229
2013-11-01 05:40:00+01:00,122.135284,359.42148,305.13315,159.8122,268.25168,335044.62,20802
2013-11-01 05:50:00+01:00,134.75923,305.19254,245.49112,138.16702,357.4608,336892.38,19964
2013-11-01 06:00:00+01:00,173.82527,256.59503,303.69202,137.11569,276.96756,338869.25,20550
2013-11-01 06:10:00+01:00,147.94203,309.8612,305.65524,148.21376,313.56088,339728.5,20145
2013-11-01 06:20:00+01:00,169.00839,321.78775,291.6763,141.27867,271.55115,337031.66,21628
2013-11-01 06:30:00+01:00,165.70581,281.58038,340.04355,125.014984,219.02803,345445.03,22443
2013-11-01 06:40:00+01:00,186.68497,404.77637,290.48187,165.19193,231.25917,353408.7,25152
2013-11-01 06:50:00+01:00,201.17188,385.59058,253.12099,122.0555,256.4545,354115.47,24492
2013-11-01 07:00:00+01:00,167.58363,337.18042,311.11923,126.15569,237.12685,366051.62,25289
2013-11-01 07:10:00+01:00,168.1304,423.5797,276.50366,130.9877,257.88776,377276.8,27416
2013-11-01 07:20:00+01:00,200.66805,342.85675,274.33887,127.05454,239.26897,374479.84,26566
2013-11-01 07:30:00+01:00,167.8663,335.73322,344.7642,136.49104,263.23044,397637.7,27767
2013-11-01 07:40:00+01:00,238.34294,381.90167,304.40567,128.79324,256.32898,407662.62,29602
2013-11-01 07:50:00+01:00,249.7513,472.89987,307.05286,122.9359,238.80113,420145.38,30217
2013-11-01 08:00:00+01:00,213.69228,329.74677,367.63687,120.78218,236.35065,435718.62,32962
2013-11-01 08:10:00+01:00,190.54875,586.0889,348.6014,128.98831,254.98524,442431.0,35050
2013-11-01 08:20:00+01:00,187.94547,350.8416,327.25317,147.3943,256.96997,456139.97,34348
2013-11-01 08:30:00+01:00,240.9164,386.42944,395.89734,134.18338,278.4199,478564.25,33828
2013-11-01 08:40:00+01:00,279.9439,476.63654,371.1432,131.78539,311.12326,499985.8,36427
2013-11-01 08:50:00+01:00,240.43263,413.96106,383.71603,134.874,321.21835,509681.28,37869
2013-11-01 09:00:00+01:00,221.80194,442.70578,447.03436,139.11931,309.41812,532125.6,39102
2013-11-01 09:10:00+01:00,345.13077,713.60583,385.34406,131.35843,328.53275,553397.94,40362
2013-11-01 09:20:00+01:00,372.8605,476.8233,393.8728,147.19934,353.39432,567852.7,39338
2013-11-01 09:30:00+01:00,319.3891,441.2244,516.5175,139.27963,312.78586,592409.3,40234
2013-11-01 09:40:00+01:00,392.99838,577.6403,407.807,153.12152,363.09973,600842.1,41974
2013-11-01 09:50:00+01:00,638.40576,690.41925,446.6817,148.70712,410.04504,613642.94,39601
2013-11-01 10:00:00+01:00,548.57074,544.6685,529.48364,175.84048,459.83942,628119.75,43059
2013-11-01 10:10:00+01:00,666.2046,672.8503,469.87894,219.75519,577.66925,647664.2,44499
2013-11-01 10:20:00+01:00,697.6888,780.4723,361.9683,136.86684,536.7073,664256.0,43504
2013-11-01 10:30:00+01:00,1243.9521,971.04755,491.75815,142.26685,510.8029,667573.94,44101
2013-11-01 10:40:00+01:00,1068.301,952.6301,456.56155,142.70291,552.41205,667085.3,42424
2013-11-01 10:50:00+01:00,1035.5774,933.76996,398.72388,127.402176,507.7207,681678.75,43410
2013-11-01 11:00:00+01:00,1538.4138,1161.3164,545.8695,159.0622,460.18582,688703.6,45728
2013-11-01 11:10:00+01:00,1318.7715,1695.2257,451.5184,207.259,478.8744,695861.9,42074
2013-11-01 11:20:00+01:00,1688.3177,1426.2942,683.11847,177.97113,367.32455,685427.8,43791
2013-11-01 11:30:00+01:00,2154.8179,1730.5566,521.7628,180.69073,422.99637,697442.5,43760
2013-11-01 11:40:00+01:00,1835.0947,1492.6036,555.8096,184.70868,421.2009,694653.6,45681
2013-11-01 11:50:00+01:00,2024.5668,1582.8187,482.82455,127.59932,510.44864,689816.06,46211
2013-11-01 12:00:00+01:00,2093.1934,1334.9828,505.30298,142.40486,548.70514,695099.6,43103
2013-11-01 12:10:00+01:00,2302.4646,1543.8358,518.7984,158.01833,535.8504,690084.94,43852
2013-11-01 12:20:00+01:00,2747.3381,1556.7363,423.17883,172.7982,542.4752,685277.44,46579
2013-11-01 12:30:00+01:00,2892.3586,1526.7462,498.8306,194.51517,512.2654,676242.44,43235
2013-11-01 12:40:00+01:00,2671.407,1782.5421,589.4478,175.64897,640.8708,675234.6,42185
2013-11-01 12:50:00+01:00,3363.7952,2221.3025,465.09915,139.47574,586.544,658597.5,42200
2013-11-01 13:00:00+01:00,2833.562,2049.5618,465.2133,181.07513,507.3251,648720.4,40519
2013-11-01 13:10:00+01:00,3148.7488,2391.065,571.7191,165.60515,645.21,646022.0,38532
2013-11-01 13:20:00+01:00,3313.6472,1884.7521,533.75085,158.2177,616.0712,640504.2,39035
2013-11-01 13:30:00+01:00,3291.4316,2091.8079,524.59186,132.5066,557.32086,653233.8,39720
2013-11-01 13:40:00+01:00,3249.712,2086.3394,512.5707,147.85144,573.99255,657398.25,40094
2013-11-01 13:50:00+01:00,3519.0247,2082.7412,631.7961,151.09845,588.02655,658691.6,39644
2013-11-01 14:00:00+01:00,3561.2698,2227.2222,485.6666,148.91452,604.7973,671259.44,40731
2013-11-01 14:10:00+01:00,3521.8184,2343.3618,551.7224,140.86243,623.5381,673980.06,39616
2013-11-01 14:20:00+01:00,3331.0718,2055.5513,483.03073,157.93304,597.8563,664718.0,41471
2013-11-01 14:30:00+01:00,3673.1157,2882.5715,564.7369,203.51265,565.27374,681109.7,42032
2013-11-01 14:40:00+01:00,3526.9604,2055.0952,488.18478,196.21806,614.52545,674307.8,41853
2013-11-01 14:50:00+01:00,3566.7764,2093.0664,439.86652,189.43748,575.0139,670082.56,41769
2013-11-01 15:00:00+01:00,4786.5957,2274.0752,549.26636,151.52654,579.33875,678051.7,40844
2013-11-01 15:10:00+01:00,3852.5596,2086.774,489.82562,204.06906,676.88104,676927.44,40766
2013-11-01 15:20:00+01:00,3553.7415,2022.4912,671.06274,145.47203,561.21124,668316.06,41265
2013-11-01 15:30:00+01:00,3984.8772,2254.5757,585.97394,165.5997,504.32706,676349.1,41802
2013-11-01 15:40:00+01:00,3616.0872,2187.5242,530.9891,184.54575,491.75507,681429.56,39946
2013-11-01 15:50:00+01:00,4438.8696,1951.472,451.00848,184.59526,519.6541,675938.06,42072
2013-11-01 16:00:00+01:00,4385.462,2250.5845,598.17303,196.18489,502.6472,680267.2,40656
2013-11-01 16:10:00+01:00,5012.5845,2307.3281,507.87115,176.23978,579.77545,686973.8,39855
2013-11-01 16:20:00+01:00,4501.18,2307.2817,509.55026,193.04834,575.87744,683575.56,41445
2013-11-01 16:30:00+01:00,4467.244,2265.588,840.85284,168.1584,495.42413,684805.2,40372
2013-11-01 16:40:00+01:00,4636.895,2313.4736,450.59274,187.02719,468.6535,684635.75,42764
2013-11-01 16:50:00+01:00,4601.9375,2445.1948,499.8312,238.50496,636.6037,687197.0,41221
2013-11-01 17:00:00+01:00,4492.3906,2139.7974,487.71396,233.15718,603.21857,692748.9,41783
2013-11-01 17:10:00+01:00,4473.03,2244.0046,503.22812,220.70149,591.6522,696322.56,42494
2013-11-01 17:20:00+01:00,4758.4663,2211.9639,482.5208,166.37546,656.37067,686089.56,43814
2013-11-01 17:30:00+01:00,4535.9814,2141.4966,522.31354,204.85233,541.1216,696229.5,43730
2013-11-01 17:40:00+01:00,5063.9717,1920.5543,533.4063,166.41988,557.9487,705535.2,43188
2013-11-01 17:50:00+01:00,4833.545,1851.7158,462.4472,131.19708,680.03845,697826.9,40511
2013-11-01 18:00:00+01:00,4887.704,2055.7913,441.88724,124.10627,583.4141,705595.6,41786
2013-11-01 18:10:00+01:00,4562.5386,2192.3328,463.6257,134.76952,591.5948,703639.8,44729
2013-11-01 18:20:00+01:00,3912.399,1970.5995,401.10217,124.01504,580.93494,688578.4,45045
2013-11-01 18:30:00+01:00,3911.0718,1863.4342,390.36765,176.11624,597.14703,697832.3,42432
2013-11-01 18:40:00+01:00,4390.847,1895.1996,361.65552,160.50745,632.70306,703582.7,43822
2013-11-01 18:50:00+01:00,3647.7764,1785.8916,324.67993,148.32321,694.5754,699153.9,42909
2013-11-01 19:00:00+01:00,3424.9321,2060.7473,336.56476,135.54861,659.92725,698340.5,40779
2013-11-01 19:10:00+01:00,3459.1235,1708.8987,312.807,140.46239,1040.6173,687595.06,41205
2013-11-01 19:20:00+01:00,3064.5295,1613.626,335.87717,164.86469,864.3393,685170.56,42403
2013-11-01 19:30:00+01:00,3044.1853,1722.4933,373.5477,147.72122,862.63135,673895.44,39571
2013-11-01 19:40:00+01:00,2865.7544,2238.0164,316.82028,176.92067,872.17377,667955.6,38760
2013-11-01 19:50:00+01:00,2748.2988,2024.7605,373.2785,132.95479,895.8467,660740.6,38564
2013-11-01 20:00:00+01:00,2481.1033,2623.4062,420.40372,143.12581,1201.6896,670196.2,37634
2013-11-01 20:10:00+01:00,2288.4902,1374.1339,347.02475,172.8504,925.5032,665935.1,40722
2013-11-01 20:20:00+01:00,1869.2072,1361.6702,347.7224,145.92496,904.8897,661946.2,37668
2013-11-01 20:30:00+01:00,1705.4847,1590.218,344.1789,200.47539,904.41327,673809.56,37092
2013-11-01 20:40:00+01:00,1773.2513,953.98846,408.21872,139.7828,826.4824,676032.06,37885
2013-11-01 20:50:00+01:00,1818.0271,873.22736,354.28064,148.1339,817.152,662951.94,36045
2013-11-01 21:00:00+01:00,1456.8464,1230.4957,470.63235,137.63098,940.36194,661150.8,37380
2013-11-01 21:10:00+01:00,1236.3167,830.39624,343.73145,150.1835,1012.25024,668051.1,37200
2013-11-01 21:20:00+01:00,1180.7886,975.6132,361.74463,138.3986,920.40405,653555.3,35911
2013-11-01 21:30:00+01:00,1202.7675,914.4464,494.03412,151.9266,1037.5647,648211.9,34794
2013-11-01 21:40:00+01:00,931.0882,848.2861,545.3571,168.35033,1047.3918,659064.56,34320
2013-11-01 21:50:00+01:00,1035.5615,762.8588,477.39566,140.04597,930.3074,641485.9,35769
2013-11-01 22:00:00+01:00,1109.8716,910.4846,387.00272,129.30383,882.87366,638801.3,33549
2013-11-01 22:10:00+01:00,1171.1151,898.5271,383.28406,147.39427,1033.8507,641106.0,31495
2013-11-01 22:20:00+01:00,1160.5278,750.36444,328.99683,142.45624,946.3782,621939.06,32512
2013-11-01 22:30:00+01:00,943.09717,746.7482,391.31564,136.114,938.97906,620656.44,30744
2013-11-01 22:40:00+01:00,694.45447,631.75073,334.79248,129.94257,1010.5541,608969.06,30605
2013-11-01 22:50:00+01:00,676.8163,867.46387,335.0314,140.5279,833.33234,595489.7,32186
2013-11-01 23:00:00+01:00,557.1828,692.7456,418.7403,145.98947,865.7205,601725.3,30630
2013-11-01 23:10:00+01:00,654.1043,772.6925,445.0882,208.15216,924.0748,586884.75,29097
2013-11-01 23:20:00+01:00,671.6373,605.54425,416.86694,162.32779,995.32166,579620.94,27965
2013-11-01 23:30:00+01:00,741.81635,691.3281,449.78622,147.60649,994.45667,574522.56,29120
2013-11-01 23:40:00+01:00,591.19806,535.4248,407.83057,145.56383,806.1698,556980.75,26735
2013-11-01 23:50:00+01:00,480.75485,529.4706,404.67007,143.8314,881.0923,544561.94,26534
2013-11-02 00:00:00+01:00,300.64392,510.2081,358.7858,189.51863,815.0537,540236.5,25891
2013-11-02 00:10:00+01:00,542.3052,442.76657,409.97125,144.22232,751.1229,532043.25,24612
2013-11-02 00:20:00+01:00,457.23843,692.52167,395.52048,167.56119,751.71735,507571.84,24934
2013-11-02 00:30:00+01:00,270.8519,382.3262,492.68796,181.39635,885.61945,492984.56,24712
2013-11-02 00:40:00+01:00,314.71155,394.03287,598.9575,164.30121,679.4345,473695.97,21889
2013-11-02 00:50:00+01:00,232.7288,370.74216,726.02124,141.18533,850.24554,464379.25,21208
2013-11-02 01:00:00+01:00,179.01506,287.5095,528.8978,152.1406,1020.3623,451157.12,21036
2013-11-02 01:10:00+01:00,187.24101,360.35678,581.6256,146.03006,752.28564,435810.72,20449
2013-11-02 01:20:00+01:00,216.45963,342.37576,744.5449,127.6552,629.16156,417263.06,20227
2013-11-02 01:30:00+01:00,193.21896,304.09167,601.3382,134.00441,555.97394,409655.34,19381
2013-11-02 01:40:00+01:00,198.52818,301.39484,1062.1686,116.42611,650.0757,403742.0,19070
2013-11-02 01:50:00+01:00,165.41632,309.53372,549.15546,112.56753,428.44534,385269.66,18933
2013-11-02 02:00:00+01:00,141.3078,339.10117,513.43945,119.70527,628.8967,381045.28,18512
2013-11-02 02:10:00+01:00,183.71149,416.40964,484.73706,109.83044,395.12003,372554.6,17770
2013-11-02 02:20:00+01:00,161.74928,291.7936,554.75183,107.53997,391.008,357937.88,17655
2013-11-02 02:30:00+01:00,133.47728,248.0745,527.9422,112.06507,429.88794,354401.03,17076
2013-11-02 02:40:00+01:00,157.62798,254.75447,498.94183,105.89937,524.641,346210.53,17521
2013-11-02 02:50:00+01:00,145.82347,257.2631,446.8262,101.38106,410.95602,334625.94,17097
2013-11-02 03:00:00+01:00,136.09993,233.53142,431.14175,105.701904,456.6137,333390.0,16261
2013-11-02 03:10:00+01:00,148.99535,204.65442,356.21744,95.36801,293.70456,322118.34,17080
2013-11-02 03:20:00+01:00,139.35437,260.03473,348.3432,97.65385,259.09406,309791.66,15564
2013-11-02 03:30:00+01:00,128.10011,301.7127,271.80948,97.14236,273.3365,302169.78,16605
2013-11-02 03:40:00+01:00,147.59357,299.13333,286.40063,100.729546,280.8201,312113.47,15460
2013-11-02 03:50:00+01:00,143.45059,255.99828,231.06497,92.296745,206.84563,299665.7,17544
2013-11-02 04:00:00+01:00,121.638756,237.44713,203.45728,94.79659,249.90082,295309.3,16428
2013-11-02 04:10:00+01:00,199.58801,212.61012,197.35545,92.89135,212.91772,292027.16,16404
2013-11-02 04:20:00+01:00,186.07153,238.04729,166.25961,90.04638,221.77927,289445.06,17294
2013-11-02 04:30:00+01:00,172.52637,223.56294,202.44405,95.19556,240.56082,288667.56,17387
2013-11-02 04:40:00+01:00,288.05734,209.24825,184.84291,89.9528,211.27098,286753.9,17623
2013-11-02 04:50:00+01:00,215.38379,247.58025,161.01282,89.18651,195.21071,282785.56,17776
2013-11-02 05:00:00+01:00,252.40695,202.33458,183.01082,88.494286,209.26851,285406.66,18639
2013-11-02 05:10:00+01:00,183.97688,189.1031,200.0313,90.42279,247.86287,282765.53,17723
2013-11-02 05:20:00+01:00,183.28822,252.65742,160.9212,80.28643,190.94635,280733.97,17190
2013-11-02 05:30:00+01:00,150.17801,193.41559,175.46396,81.28852,197.7349,283914.4,18989
2013-11-02 05:40:00+01:00,146.52614,214.85657,195.2571,91.552505,184.43251,285102.66,17543
2013-11-02 05:50:00+01:00,143.99266,279.3765,171.86557,88.11791,182.24025,282435.34,19798
2013-11-02 06:00:00+01:00,117.47195,300.95053,187.17188,88.75357,191.03854,289771.2,19616
2013-11-02 06:10:00+01:00,148.50221,252.47049,185.60011,89.58513,191.59198,290123.6,19945
2013-11-02 06:20:00+01:00,154.76053,261.59534,168.82797,92.3825,199.87411,293236.0,20348
2013-11-02 06:30:00+01:00,167.16602,239.31726,181.67215,89.790344,171.95769,296421.94,21552
2013-11-02 06:40:00+01:00,171.79858,250.96501,202.7203,86.61322,189.86748,302441.34,22554
2013-11-02 06:50:00+01:00,189.75456,302.61258,174.23514,87.313,337.40723,309476.84,21615
2013-11-02 07:00:00+01:00,191.741,392.51852,181.22978,86.89168,197.23676,317509.94,25867
2013-11-02 07:10:00+01:00,178.8318,247.24115,196.09099,89.908676,311.25824,332101.5,24243
2013-11-02 07:20:00+01:00,166.29352,357.1275,173.10846,101.09314,203.3411,334333.25,25025
2013-11-02 07:30:00+01:00,145.54857,288.79364,184.2205,99.79095,195.31075,352383.34,26817
2013-11-02 07:40:00+01:00,183.16136,323.0449,195.4892,116.97414,230.08514,362461.53,27998
2013-11-02 07:50:00+01:00,183.97903,324.06937,175.43367,129.55136,229.43536,369280.94,28414
2013-11-02 08:00:00+01:00,174.2138,370.14948,256.8244,116.48285,225.8259,388059.6,31871
2013-11-02 08:10:00+01:00,178.2121,409.48825,239.96861,116.35505,225.89444,400737.12,34061
2013-11-02 08:20:00+01:00,189.96144,386.03207,218.18478,105.05546,332.5236,414551.8,35469
2013-11-02 08:30:00+01:00,279.84915,452.64957,224.66461,102.57538,307.6148,439358.44,35367
2013-11-02 08:40:00+01:00,237.53706,425.9076,219.30046,125.133095,239.94585,454796.97,37308
2013-11-02 08:50:00+01:00,263.76172,448.18558,215.53983,130.57654,276.25638,475428.5,36755
2013-11-02 09:00:00+01:00,329.21573,522.637,223.69987,122.80347,317.3086,501114.2,39152
2013-11-02 09:10:00+01:00,396.07126,575.0144,294.42856,133.11862,344.48602,519196.78,39328
2013-11-02 09:20:00+01:00,852.2459,503.41937,235.79478,227.68887,499.35388,535638.3,41960
2013-11-02 09:30:00+01:00,440.06827,589.40283,367.8342,239.46698,405.8578,553838.94,40146
2013-11-02 09:40:00+01:00,719.684,600.9143,284.66098,145.75937,367.0553,569580.3,41901
2013-11-02 09:50:00+01:00,652.8582,874.608,304.02057,132.52505,433.9324,590838.56,42747
2013-11-02 10:00:00+01:00,781.98083,658.2693,273.3512,173.86734,456.82892,602497.4,40115
2013-11-02 10:10:00+01:00,868.2851,777.5874,388.35226,158.89767,392.8257,609206.6,40997
2013-11-02 10:20:00+01:00,1118.4288,1074.4098,371.53674,163.37007,439.04022,624391.6,43634
2013-11-02 10:30:00+01:00,1233.6584,1132.1569,412.0059,161.90662,389.14688,645550.9,43545
2013-11-02 10:40:00+01:00,2228.147,1267.6086,400.7088,158.73622,470.03473,647298.3,42570
2013-11-02 10:50:00+01:00,1978.5239,1650.1013,461.27972,195.23303,489.52692,649846.6,44277
2013-11-02 11:00:00+01:00,1972.9512,2001.415,434.1062,137.36575,465.81183,672636.9,42095
2013-11-02 11:10:00+01:00,2404.3345,1566.05,414.1169,145.3056,689.06,673517.6,43888
2013-11-02 11:20:00+01:00,2215.5564,1558.1188,446.63315,148.94182,570.2763,674106.94,42481
2013-11-02 11:30:00+01:00,2565.304,1776.7358,461.58734,154.95995,584.791,683437.5,43399
2013-11-02 11:40:00+01:00,3273.9353,2036.1321,484.70822,155.89906,703.3169,684647.06,44066
2013-11-02 11:50:00+01:00,3813.4014,2022.8997,502.90045,178.3788,542.9974,685201.5,44118
2013-11-02 12:00:00+01:00,3483.1328,1938.4105,545.58264,161.48305,642.0061,682683.5,43645
2013-11-02 12:10:00+01:00,3296.1575,2020.141,495.7784,168.52805,559.69507,683598.94,43898
2013-11-02 12:20:00+01:00,3808.134,2281.755,447.8273,173.32236,635.7836,683042.8,43787
2013-11-02 12:30:00+01:00,3674.6416,2721.2905,516.98645,155.21754,631.6396,683818.44,42637
2013-11-02 12:40:00+01:00,4698.479,2427.0842,461.1704,135.23857,626.6379,680719.44,44583
2013-11-02 12:50:00+01:00,4791.586,2148.1553,468.40372,133.61467,500.2147,675985.1,41085
2013-11-02 13:00:00+01:00,3831.0452,2233.9253,516.74274,119.187416,534.2146,670031.7,42368
2013-11-02 13:10:00+01:00,4165.2334,1929.2878,532.83606,122.66864,663.3637,667213.44,41441
2013-11-02 13:20:00+01:00,4648.005,2135.5366,516.2573,116.16541,638.5737,662654.5,41225
2013-11-02 13:30:00+01:00,5370.471,2052.6392,623.5909,126.929565,544.49817,675602.44,41492
2013-11-02 13:40:00+01:00,4754.964,2179.4243,641.489,112.47042,537.5406,669812.6,41489
2013-11-02 13:50:00+01:00,8044.0703,2533.499,647.5054,115.299255,622.3201,681614.6,40070
2013-11-02 14:00:00+01:00,4584.1074,2587.5684,603.32214,123.12801,601.4836,685553.06,42175
2013-11-02 14:10:00+01:00,4547.7393,2773.6064,615.62134,136.41135,596.8621,692037.56,40883
2013-11-02 14:20:00+01:00,5669.5767,2398.9531,641.305,143.64928,666.788,688464.4,41771
2013-11-02 14:30:00+01:00,4989.894,2376.2656,738.84827,147.19772,687.1773,698583.0,41150
2013-11-02 14:40:00+01:00,4966.208,2359.7988,537.1511,189.80164,769.4373,698431.25,41618
2013-11-02 14:50:00+01:00,4615.358,2916.7842,674.96216,161.74797,698.46497,698859.4,40173
2013-11-02 15:00:00+01:00,5385.148,2311.2493,573.6443,138.46428,700.32605,706174.6,38068
2013-11-02 15:10:00+01:00,5358.9346,2825.8953,608.5137,138.57553,680.3933,703382.06,40524
2013-11-02 15:20:00+01:00,5402.3677,2947.505,492.78732,146.48541,809.4556,706324.8,40671
2013-11-02 15:30:00+01:00,5517.3076,2289.2678,576.2646,162.49567,705.4836,710690.94,42355
2013-11-02 15:40:00+01:00,4773.766,2467.8503,547.0039,197.28085,679.4265,709211.75,41141
2013-11-02 15:50:00+01:00,5342.809,2491.8435,547.9515,124.15399,661.4406,710634.44,41942
2013-11-02 16:00:00+01:00,5163.3853,2232.6094,677.864,184.0926,858.2469,717264.7,40638
2013-11-02 16:10:00+01:00,5341.3535,2573.4902,504.47348,166.23256,703.9988,721812.0,41649
2013-11-02 16:20:00+01:00,5764.2812,2537.3767,601.85223,147.49635,609.6479,717689.94,41918
2013-11-02 16:30:00+01:00,5493.44,2809.4463,828.6708,201.02345,582.8734,723405.44,41561
2013-11-02 16:40:00+01:00,5338.8877,2693.5884,856.18115,134.369,616.07983,730523.8,41796
2013-11-02 16:50:00+01:00,5332.322,2542.6924,643.3417,135.29811,673.4975,724111.06,43690
2013-11-02 17:00:00+01:00,5176.3286,2222.2012,559.4089,153.41235,588.8001,730931.75,42351
2013-11-02 17:10:00+01:00,4976.5176,2460.0413,483.98972,151.82492,511.7562,736020.25,42953
2013-11-02 17:20:00+01:00,4890.354,2761.2725,453.68002,150.47005,585.0949,730206.0,42485
2013-11-02 17:30:00+01:00,5400.149,2366.6892,399.2117,188.38063,611.5981,733823.06,43139
2013-11-02 17:40:00+01:00,4645.8945,2087.457,768.82745,163.32014,594.91516,736976.06,43344
2013-11-02 17:50:00+01:00,5158.739,2190.7812,653.1656,143.5571,646.97394,727638.3,43987
2013-11-02 18:00:00+01:00,5575.5693,2400.2446,400.39127,159.08669,719.7951,747187.0,42293
2013-11-02 18:10:00+01:00,4172.483,1954.1614,574.844,164.30365,891.7794,747104.9,41529
2013-11-02 18:20:00+01:00,4605.8687,2279.466,491.26324,155.13005,668.1126,745909.8,40686
2013-11-02 18:30:00+01:00,4813.237,2518.1409,831.16925,164.84015,823.75806,750056.56,42657
2013-11-02 18:40:00+01:00,4005.7976,2645.0806,563.7557,246.79556,742.6107,746122.8,42690
2013-11-02 18:50:00+01:00,3622.9739,2146.8074,715.7206,160.23425,825.8427,745581.3,41807
2013-11-02 19:00:00+01:00,3803.4153,1805.798,634.8668,191.71901,808.1967,735880.0,40206
2013-11-02 19:10:00+01:00,3460.088,1751.1641,419.1094,184.49774,848.3325,729175.25,40757
2013-11-02 19:20:00+01:00,3704.57,1627.2307,431.06097,182.29973,808.3447,730195.1,40933
2013-11-02 19:30:00+01:00,3607.1428,1873.0354,404.5346,178.13104,872.3405,737596.0,40953
2013-11-02 19:40:00+01:00,3017.713,1413.4011,399.6157,188.9515,742.745,720018.56,41439
2013-11-02 19:50:00+01:00,3249.0676,1534.47,377.17075,185.64436,994.68365,719146.94,41307
2013-11-02 20:00:00+01:00,2733.3586,1448.798,336.7983,205.4895,906.73773,710464.44,40667
2013-11-02 20:10:00+01:00,2702.2937,1346.4188,313.3125,183.47433,830.5023,713093.56,37658
2013-11-02 20:20:00+01:00,2108.2964,1108.1095,348.18622,162.03555,871.96075,693284.56,38529
2013-11-02 20:30:00+01:00,1902.9462,1262.171,360.84512,189.87282,910.5266,698610.3,38171
2013-11-02 20:40:00+01:00,1987.629,988.3497,374.88687,175.27496,927.56665,709258.94,36162
2013-11-02 20:50:00+01:00,1673.3528,975.3289,364.0836,148.33006,998.9398,697369.75,36480
2013-11-02 21:00:00+01:00,1946.526,684.3339,286.28952,175.83391,1000.2309,704836.06,33419
2013-11-02 21:10:00+01:00,1189.1097,759.49207,389.9058,145.55556,974.97974,704892.9,35910
2013-11-02 21:20:00+01:00,1618.3325,726.3055,504.2959,180.83516,978.88385,706277.56,35004
2013-11-02 21:30:00+01:00,1628.3291,815.1784,353.9781,149.85567,1090.6371,705000.7,35984
